"project","plot","subplot","survey","tree.date","family","species","pft","wsg","wsg.sd","tree","stem","x","y","z","status","allom.key","a.stem","h.t","h.t.mod","d.stem","d.stem.valid","d.ht","c.w","m.agb"
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Acacia melanoxylon","EA",0.787831280193237,0.0941339098036177,"1911","1",470970.269782404,5229202.58436954,NA,1,19,0.406020219948108,NA,53.0756493077236,0.719,1,1.3,NA,2390.50659494501
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1910","1",470963.670394665,5229201.97767235,NA,1,19,0.0268802521422777,NA,18.5648164360613,0.185,1,1.3,NA,79.8433614254438
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1909","1",470963.644582725,5229201.56617054,NA,1,19,0.057255526111674,NA,27.3888118504919,0.27,1,1.3,NA,205.766973617901
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1978","1",470973.288932568,5229240.25630515,NA,1,19,0.227328786006411,NA,46.6033751486791,0.538,1,1.3,NA,1156.43072785948
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1925","1",470975.238521581,5229204.31400274,NA,1,19,0.0174366246255867,NA,14.5662449429289,0.149,1,1.3,NA,46.4407495662552
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1924","1",470974.332534345,5229205.36718227,NA,1,19,0.0179078635236252,NA,14.7905161418985,0.151,1,1.3,NA,48.0174486563846
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1994","1",470955.422401783,5229263.80703927,NA,1,19,0.0213824649984955,NA,16.3548406412038,0.165,1,1.3,NA,59.9543364792025
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1993","1",470955.148281349,5229262.53626864,NA,1,19,0.0109358840271461,NA,11.0834730284394,0.118,1,1.3,NA,25.8960396255973
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1992","1",470955.671352604,5229260.80237232,NA,1,19,0.014957122623741,NA,13.3306176347309,0.138,1,1.3,NA,38.3264008050652
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1991","1",470956.163064133,5229260.89303528,NA,1,19,0.0216424317905801,NA,16.4661184860373,0.166,1,1.3,NA,60.8683398957633
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucryphia lucida","EA",0.56,0.0941339098036177,"1990","1",470957.889281108,5229260.90626241,NA,1,19,0.0229658276959048,19.6,17.0213981222407,0.171,1,1.3,NA,65.5636412215597
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1989","1",470956.57733984,5229259.74919279,NA,1,19,0.0107513154587477,17,10.9714153924215,0.117,1,1.3,NA,25.35001393843
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1988","1",470955.651088447,5229258.15480941,NA,1,19,0.0323654729154454,19.6,20.5191285568646,0.203,1,1.3,NA,100.74207308391
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1997","1",470952.696760723,5229266.45673375,NA,1,19,0.00882473376393373,NA,9.74296081988347,0.106,1,1.3,NA,19.7973331413764
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1996","1",470951.978289511,5229260.42649336,NA,1,19,0.0326851299679482,NA,20.6265653988524,0.204,1,1.3,NA,101.989331199341
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1995","1",470955.422401783,5229263.80703927,NA,1,19,0.0103868907109313,NA,10.7474584680732,0.115,1,1.3,NA,24.2788547484718
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1987","1",470959.010727875,5229255.92706999,NA,1,19,0.0196066797510539,NA,15.5740505995071,0.158,1,1.3,NA,53.7871026020832
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1986","1",470958.299293685,5229254.27060949,NA,1,19,0.0456167107282872,26.5,24.5030408571328,0.241,1,1.3,NA,154.814444666819
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1985","1",470968.822358161,5229238.00914849,NA,1,19,0.0655972400051183,NA,29.1986362712324,0.289,1,1.3,NA,243.965829920345
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1984","1",470968.571275776,5229238.26791022,NA,1,19,0.0105683176866761,NA,10.8594094071527,0.116,1,1.3,NA,24.8109623481879
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1983","1",470968.568501883,5229239.38594077,NA,1,19,0.0103868907109313,NA,10.7474584680732,0.115,1,1.3,NA,24.2788547484718
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Nothofagus cunninghamii","EA",0.604285714285714,0.0941339098036177,"1982","1",470970.054732041,5229235.18580745,NA,1,19,0.010028749148422,NA,10.5237355410349,0.113,1,1.3,NA,23.2353504482867
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1981","1",470970.722221699,5229236.52910844,NA,1,19,0.0235061816323222,NA,17.2429588990459,0.173,1,1.3,NA,67.5006953809452
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1980","1",470970.613426151,5229237.11916227,NA,1,19,0.564782960891759,58.1,55.6588506474328,0.848,1,1.3,NA,3613.63279293801
"australia_ausplotsforests","TCFTSR001","TCFTSR001-1","1","2012-01-23",NA,"Eucalyptus obliqua","EA",0.830092581326441,0.0941339098036177,"1977","1",470971.707133996,5229243.32027533,NA,1,19,0.216475368786422,NA,45.9676032742439,0.525,1,1.3,NA,1087.72647773841
